subject,behavior,count,total_duration_s,video_id
2nd Goby,BLACK EYES,0,0,j12
2nd Goby,CHASE HETERO,0,NA,j12
2nd Goby,CHASE CON,0,NA,j12
2nd Goby,CHASE UNKNOWN,0,NA,j12
1st Shrimp,INSIDE,3,72.872,j120
1st Shrimp,EDGE,5,3.704,j120
1st Shrimp,NEAR,11,25.256,j120
1st Shrimp,AWAY,9,198.143,j120
1st Shrimp,CONTACT,5,235.468,j120
1st Shrimp,APART,4,64.524,j120
1st Shrimp,EAT,0,NA,j120
1st Shrimp,DEFENCE,0,NA,j120
1st Shrimp,DASH,0,NA,j120
1st Shrimp,OUT OF FRME,0,0,j120
1st Shrimp,BLACK EYES,0,0,j120
1st Shrimp,CHASE HETERO,0,NA,j120
1st Shrimp,CHASE CON,0,NA,j120
1st Shrimp,CHASE UNKNOWN,0,NA,j120
2nd Shrimp,INSIDE,4,116.191,j120
2nd Shrimp,EDGE,7,2.271,j120
2nd Shrimp,NEAR,9,10.557,j120
2nd Shrimp,AWAY,5,170.965,j120
2nd Shrimp,CONTACT,6,196.261,j120
2nd Shrimp,APART,5,208.959,j120
2nd Shrimp,EAT,0,NA,j120
2nd Shrimp,DEFENCE,0,NA,j120
2nd Shrimp,DASH,0,NA,j120
2nd Shrimp,OUT OF FRME,0,0,j120
2nd Shrimp,BLACK EYES,0,0,j120
2nd Shrimp,CHASE HETERO,0,NA,j120
2nd Shrimp,CHASE CON,0,NA,j120
2nd Shrimp,CHASE UNKNOWN,0,NA,j120
3rd Shrimp,INSIDE,0,0,j120
3rd Shrimp,EDGE,0,0,j120
3rd Shrimp,NEAR,0,0,j120
3rd Shrimp,AWAY,0,0,j120
3rd Shrimp,CONTACT,0,0,j120
3rd Shrimp,APART,0,0,j120
3rd Shrimp,EAT,0,NA,j120
3rd Shrimp,DEFENCE,0,NA,j120
3rd Shrimp,DASH,0,NA,j120
3rd Shrimp,OUT OF FRME,0,0,j120
3rd Shrimp,BLACK EYES,0,0,j120
3rd Shrimp,CHASE HETERO,0,NA,j120
3rd Shrimp,CHASE CON,0,NA,j120
3rd Shrimp,CHASE UNKNOWN,0,NA,j120
1st Goby,INSIDE,0,0,j120
1st Goby,EDGE,0,0,j120
1st Goby,NEAR,0,0,j120
1st Goby,AWAY,0,0,j120
1st Goby,CONTACT,0,0,j120
1st Goby,APART,0,0,j120
1st Goby,EAT,0,NA,j120
1st Goby,DEFENCE,0,NA,j120
1st Goby,DASH,0,NA,j120
1st Goby,OUT OF FRME,0,0,j120
1st Goby,BLACK EYES,0,0,j120
1st Goby,CHASE HETERO,0,NA,j120
1st Goby,CHASE CON,0,NA,j120
1st Goby,CHASE UNKNOWN,0,NA,j120
2nd Goby,INSIDE,0,0,j120
2nd Goby,EDGE,0,0,j120
2nd Goby,NEAR,0,0,j120
2nd Goby,AWAY,0,0,j120
2nd Goby,CONTACT,0,0,j120
2nd Goby,APART,0,0,j120
2nd Goby,EAT,0,NA,j120
2nd Goby,DEFENCE,0,NA,j120
2nd Goby,DASH,0,NA,j120
2nd Goby,OUT OF FRME,0,0,j120
2nd Goby,BLACK EYES,0,0,j120
2nd Goby,CHASE HETERO,0,NA,j120
2nd Goby,CHASE CON,0,NA,j120
2nd Goby,CHASE UNKNOWN,0,NA,j120
1st Shrimp,INSIDE,0,0,j121
1st Shrimp,EDGE,0,0,j121
1st Shrimp,NEAR,0,0,j121
1st Shrimp,AWAY,0,0,j121
1st Shrimp,CONTACT,0,0,j121
1st Shrimp,APART,0,0,j121
1st Shrimp,EAT,0,NA,j121
1st Shrimp,DEFENCE,0,NA,j121
1st Shrimp,DASH,0,NA,j121
1st Shrimp,OUT OF FRME,0,0,j121
1st Shrimp,BLACK EYES,0,0,j121
1st Shrimp,CHASE HETERO,0,NA,j121
1st Shrimp,CHASE CON,0,NA,j121
1st Shrimp,CHASE UNKNOWN,0,NA,j121
2nd Shrimp,INSIDE,0,0,j121
2nd Shrimp,EDGE,0,0,j121
2nd Shrimp,NEAR,0,0,j121
2nd Shrimp,AWAY,0,0,j121
2nd Shrimp,CONTACT,0,0,j121
2nd Shrimp,APART,0,0,j121
2nd Shrimp,EAT,0,NA,j121
2nd Shrimp,DEFENCE,0,NA,j121
2nd Shrimp,DASH,0,NA,j121
2nd Shrimp,OUT OF FRME,0,0,j121
2nd Shrimp,BLACK EYES,0,0,j121
2nd Shrimp,CHASE HETERO,0,NA,j121
2nd Shrimp,CHASE CON,0,NA,j121
2nd Shrimp,CHASE UNKNOWN,0,NA,j121
3rd Shrimp,INSIDE,0,0,j121
3rd Shrimp,EDGE,0,0,j121
3rd Shrimp,NEAR,0,0,j121
3rd Shrimp,AWAY,0,0,j121
3rd Shrimp,CONTACT,0,0,j121
3rd Shrimp,APART,0,0,j121
3rd Shrimp,EAT,0,NA,j121
3rd Shrimp,DEFENCE,0,NA,j121
3rd Shrimp,DASH,0,NA,j121
3rd Shrimp,OUT OF FRME,0,0,j121
3rd Shrimp,BLACK EYES,0,0,j121
3rd Shrimp,CHASE HETERO,0,NA,j121
3rd Shrimp,CHASE CON,0,NA,j121
3rd Shrimp,CHASE UNKNOWN,0,NA,j121
1st Goby,INSIDE,0,0,j121
1st Goby,EDGE,0,0,j121
1st Goby,NEAR,0,0,j121
1st Goby,AWAY,0,0,j121
1st Goby,CONTACT,0,0,j121
1st Goby,APART,0,0,j121
1st Goby,EAT,0,NA,j121
1st Goby,DEFENCE,0,NA,j121
1st Goby,DASH,0,NA,j121
1st Goby,OUT OF FRME,0,0,j121
1st Goby,BLACK EYES,0,0,j121
1st Goby,CHASE HETERO,0,NA,j121
1st Goby,CHASE CON,0,NA,j121
1st Goby,CHASE UNKNOWN,0,NA,j121
2nd Goby,INSIDE,0,0,j121
2nd Goby,EDGE,0,0,j121
2nd Goby,NEAR,0,0,j121
2nd Goby,AWAY,0,0,j121
2nd Goby,CONTACT,0,0,j121
2nd Goby,APART,0,0,j121
2nd Goby,EAT,0,NA,j121
2nd Goby,DEFENCE,0,NA,j121
2nd Goby,DASH,0,NA,j121
2nd Goby,OUT OF FRME,0,0,j121
2nd Goby,BLACK EYES,0,0,j121
2nd Goby,CHASE HETERO,0,NA,j121
2nd Goby,CHASE CON,0,NA,j121
2nd Goby,CHASE UNKNOWN,0,NA,j121
1st Shrimp,INSIDE,0,0,j122
1st Shrimp,EDGE,0,0,j122
1st Shrimp,NEAR,0,0,j122
1st Shrimp,AWAY,0,0,j122
1st Shrimp,CONTACT,0,0,j122
1st Shrimp,APART,0,0,j122
1st Shrimp,EAT,0,NA,j122
1st Shrimp,DEFENCE,0,NA,j122
1st Shrimp,DASH,0,NA,j122
1st Shrimp,OUT OF FRME,0,0,j122
1st Shrimp,BLACK EYES,0,0,j122
1st Shrimp,CHASE HETERO,0,NA,j122
1st Shrimp,CHASE CON,0,NA,j122
1st Shrimp,CHASE UNKNOWN,0,NA,j122
2nd Shrimp,INSIDE,0,0,j122
2nd Shrimp,EDGE,0,0,j122
2nd Shrimp,NEAR,0,0,j122
2nd Shrimp,AWAY,0,0,j122
2nd Shrimp,CONTACT,0,0,j122
2nd Shrimp,APART,0,0,j122
2nd Shrimp,EAT,0,NA,j122
2nd Shrimp,DEFENCE,0,NA,j122
2nd Shrimp,DASH,0,NA,j122
2nd Shrimp,OUT OF FRME,0,0,j122
2nd Shrimp,BLACK EYES,0,0,j122
2nd Shrimp,CHASE HETERO,0,NA,j122
2nd Shrimp,CHASE CON,0,NA,j122
2nd Shrimp,CHASE UNKNOWN,0,NA,j122
3rd Shrimp,INSIDE,0,0,j122
3rd Shrimp,EDGE,0,0,j122
3rd Shrimp,NEAR,0,0,j122
3rd Shrimp,AWAY,0,0,j122
3rd Shrimp,CONTACT,0,0,j122
3rd Shrimp,APART,0,0,j122
3rd Shrimp,EAT,0,NA,j122
3rd Shrimp,DEFENCE,0,NA,j122
3rd Shrimp,DASH,0,NA,j122
3rd Shrimp,OUT OF FRME,0,0,j122
3rd Shrimp,BLACK EYES,0,0,j122
3rd Shrimp,CHASE HETERO,0,NA,j122
3rd Shrimp,CHASE CON,0,NA,j122
3rd Shrimp,CHASE UNKNOWN,0,NA,j122
1st Goby,INSIDE,0,0,j122
1st Goby,EDGE,0,0,j122
1st Goby,NEAR,0,0,j122
1st Goby,AWAY,0,0,j122
1st Goby,CONTACT,0,0,j122
1st Goby,APART,0,0,j122
1st Goby,EAT,0,NA,j122
1st Goby,DEFENCE,0,NA,j122
1st Goby,DASH,0,NA,j122
1st Goby,OUT OF FRME,0,0,j122
1st Goby,BLACK EYES,0,0,j122
1st Goby,CHASE HETERO,0,NA,j122
1st Goby,CHASE CON,0,NA,j122
1st Goby,CHASE UNKNOWN,0,NA,j122
2nd Goby,INSIDE,0,0,j122
2nd Goby,EDGE,0,0,j122
2nd Goby,NEAR,0,0,j122
2nd Goby,AWAY,0,0,j122
2nd Goby,CONTACT,0,0,j122
2nd Goby,APART,0,0,j122
2nd Goby,EAT,0,NA,j122
2nd Goby,DEFENCE,0,NA,j122
2nd Goby,DASH,0,NA,j122
2nd Goby,OUT OF FRME,0,0,j122
2nd Goby,BLACK EYES,0,0,j122
2nd Goby,CHASE HETERO,0,NA,j122
2nd Goby,CHASE CON,0,NA,j122
2nd Goby,CHASE UNKNOWN,0,NA,j122
1st Shrimp,INSIDE,0,0,j123
1st Shrimp,EDGE,0,0,j123
1st Shrimp,NEAR,0,0,j123
1st Shrimp,AWAY,0,0,j123
1st Shrimp,CONTACT,0,0,j123
1st Shrimp,APART,0,0,j123
1st Shrimp,EAT,0,NA,j123
1st Shrimp,DEFENCE,0,NA,j123
1st Shrimp,DASH,0,NA,j123
1st Shrimp,OUT OF FRME,0,0,j123
1st Shrimp,BLACK EYES,0,0,j123
1st Shrimp,CHASE HETERO,0,NA,j123
1st Shrimp,CHASE CON,0,NA,j123
1st Shrimp,CHASE UNKNOWN,0,NA,j123
2nd Shrimp,INSIDE,0,0,j123
2nd Shrimp,EDGE,0,0,j123
2nd Shrimp,NEAR,0,0,j123
2nd Shrimp,AWAY,0,0,j123
2nd Shrimp,CONTACT,0,0,j123
2nd Shrimp,APART,0,0,j123
2nd Shrimp,EAT,0,NA,j123
2nd Shrimp,DEFENCE,0,NA,j123
2nd Shrimp,DASH,0,NA,j123
2nd Shrimp,OUT OF FRME,0,0,j123
2nd Shrimp,BLACK EYES,0,0,j123
2nd Shrimp,CHASE HETERO,0,NA,j123
2nd Shrimp,CHASE CON,0,NA,j123
2nd Shrimp,CHASE UNKNOWN,0,NA,j123
3rd Shrimp,INSIDE,0,0,j123
3rd Shrimp,EDGE,0,0,j123
3rd Shrimp,NEAR,0,0,j123
3rd Shrimp,AWAY,0,0,j123
3rd Shrimp,CONTACT,0,0,j123
3rd Shrimp,APART,0,0,j123
3rd Shrimp,EAT,0,NA,j123
3rd Shrimp,DEFENCE,0,NA,j123
3rd Shrimp,DASH,0,NA,j123
3rd Shrimp,OUT OF FRME,0,0,j123
3rd Shrimp,BLACK EYES,0,0,j123
3rd Shrimp,CHASE HETERO,0,NA,j123
3rd Shrimp,CHASE CON,0,NA,j123
3rd Shrimp,CHASE UNKNOWN,0,NA,j123
1st Goby,INSIDE,0,0,j123
1st Goby,EDGE,0,0,j123
1st Goby,NEAR,0,0,j123
1st Goby,AWAY,0,0,j123
1st Goby,CONTACT,0,0,j123
1st Goby,APART,0,0,j123
1st Goby,EAT,0,NA,j123
1st Goby,DEFENCE,0,NA,j123
1st Goby,DASH,0,NA,j123
1st Goby,OUT OF FRME,0,0,j123
1st Goby,BLACK EYES,0,0,j123
1st Goby,CHASE HETERO,0,NA,j123
1st Goby,CHASE CON,0,NA,j123
1st Goby,CHASE UNKNOWN,0,NA,j123
2nd Goby,INSIDE,0,0,j123
2nd Goby,EDGE,0,0,j123
2nd Goby,NEAR,0,0,j123
2nd Goby,AWAY,0,0,j123
2nd Goby,CONTACT,0,0,j123
2nd Goby,APART,0,0,j123
2nd Goby,EAT,0,NA,j123
2nd Goby,DEFENCE,0,NA,j123
2nd Goby,DASH,0,NA,j123
2nd Goby,OUT OF FRME,0,0,j123
2nd Goby,BLACK EYES,0,0,j123
2nd Goby,CHASE HETERO,0,NA,j123
2nd Goby,CHASE CON,0,NA,j123
2nd Goby,CHASE UNKNOWN,0,NA,j123
1st Shrimp,INSIDE,3,56.843,j124
1st Shrimp,EDGE,6,6.515,j124
1st Shrimp,NEAR,8,9.396,j124
1st Shrimp,AWAY,6,227.224,j124
1st Shrimp,CONTACT,6,229.287,j124
1st Shrimp,APART,5,70.703,j124
1st Shrimp,EAT,0,NA,j124
1st Shrimp,DEFENCE,0,NA,j124
1st Shrimp,DASH,0,NA,j124
1st Shrimp,OUT OF FRME,0,0,j124
1st Shrimp,BLACK EYES,0,0,j124
1st Shrimp,CHASE HETERO,0,NA,j124
1st Shrimp,CHASE CON,0,NA,j124
1st Shrimp,CHASE UNKNOWN,0,NA,j124
2nd Shrimp,INSIDE,5,157.953,j124
2nd Shrimp,EDGE,11,22.362,j124
2nd Shrimp,NEAR,12,31.196,j124
2nd Shrimp,AWAY,7,89.43,j124
2nd Shrimp,CONTACT,6,91.24,j124
2nd Shrimp,APART,6,208.749,j124
2nd Shrimp,EAT,0,NA,j124
2nd Shrimp,DEFENCE,0,NA,j124
2nd Shrimp,DASH,0,NA,j124
2nd Shrimp,OUT OF FRME,0,0,j124
2nd Shrimp,BLACK EYES,0,0,j124
2nd Shrimp,CHASE HETERO,0,NA,j124
2nd Shrimp,CHASE CON,0,NA,j124
2nd Shrimp,CHASE UNKNOWN,0,NA,j124
3rd Shrimp,INSIDE,0,0,j124
3rd Shrimp,EDGE,0,0,j124
3rd Shrimp,NEAR,0,0,j124
3rd Shrimp,AWAY,0,0,j124
3rd Shrimp,CONTACT,0,0,j124
3rd Shrimp,APART,0,0,j124
3rd Shrimp,EAT,0,NA,j124
3rd Shrimp,DEFENCE,0,NA,j124
3rd Shrimp,DASH,0,NA,j124
3rd Shrimp,OUT OF FRME,0,0,j124
3rd Shrimp,BLACK EYES,0,0,j124
3rd Shrimp,CHASE HETERO,0,NA,j124
3rd Shrimp,CHASE CON,0,NA,j124
3rd Shrimp,CHASE UNKNOWN,0,NA,j124
1st Goby,INSIDE,0,0,j124
1st Goby,EDGE,0,0,j124
1st Goby,NEAR,0,0,j124
1st Goby,AWAY,0,0,j124
1st Goby,CONTACT,0,0,j124
1st Goby,APART,0,0,j124
1st Goby,EAT,0,NA,j124
1st Goby,DEFENCE,0,NA,j124
1st Goby,DASH,0,NA,j124
1st Goby,OUT OF FRME,0,0,j124
1st Goby,BLACK EYES,0,0,j124
1st Goby,CHASE HETERO,0,NA,j124
1st Goby,CHASE CON,0,NA,j124
1st Goby,CHASE UNKNOWN,0,NA,j124
2nd Goby,INSIDE,0,0,j124
2nd Goby,EDGE,0,0,j124
2nd Goby,NEAR,0,0,j124
2nd Goby,AWAY,0,0,j124
2nd Goby,CONTACT,0,0,j124
2nd Goby,APART,0,0,j124
2nd Goby,EAT,0,NA,j124
2nd Goby,DEFENCE,0,NA,j124
2nd Goby,DASH,0,NA,j124
2nd Goby,OUT OF FRME,0,0,j124
2nd Goby,BLACK EYES,0,0,j124
2nd Goby,CHASE HETERO,0,NA,j124
2nd Goby,CHASE CON,0,NA,j124
2nd Goby,CHASE UNKNOWN,0,NA,j124
1st Shrimp,INSIDE,2,60.739,j125
1st Shrimp,EDGE,10,59.014,j125
1st Shrimp,NEAR,18,50.426,j125
1st Shrimp,AWAY,11,129.781,j125
1st Shrimp,CONTACT,2,187.415,j125
1st Shrimp,APART,1,109.598,j125
1st Shrimp,EAT,0,NA,j125
1st Shrimp,DEFENCE,0,NA,j125
1st Shrimp,DASH,0,NA,j125
1st Shrimp,OUT OF FRME,0,0,j125
1st Shrimp,BLACK EYES,0,0,j125
1st Shrimp,CHASE HETERO,0,NA,j125
1st Shrimp,CHASE CON,0,NA,j125
1st Shrimp,CHASE UNKNOWN,0,NA,j125
2nd Shrimp,INSIDE,8,64.759,j125
2nd Shrimp,EDGE,13,19.911,j125
2nd Shrimp,NEAR,19,103.555,j125
2nd Shrimp,AWAY,13,111.831,j125
2nd Shrimp,CONTACT,7,235.822,j125
2nd Shrimp,APART,7,64.165,j125
2nd Shrimp,EAT,0,NA,j125
2nd Shrimp,DEFENCE,0,NA,j125
2nd Shrimp,DASH,0,NA,j125
2nd Shrimp,OUT OF FRME,0,0,j125
2nd Shrimp,BLACK EYES,0,0,j125
2nd Shrimp,CHASE HETERO,0,NA,j125
2nd Shrimp,CHASE CON,0,NA,j125
2nd Shrimp,CHASE UNKNOWN,0,NA,j125
3rd Shrimp,INSIDE,0,0,j125
3rd Shrimp,EDGE,0,0,j125
3rd Shrimp,NEAR,0,0,j125
3rd Shrimp,AWAY,0,0,j125
3rd Shrimp,CONTACT,0,0,j125
3rd Shrimp,APART,0,0,j125
3rd Shrimp,EAT,0,NA,j125
3rd Shrimp,DEFENCE,0,NA,j125
3rd Shrimp,DASH,0,NA,j125
3rd Shrimp,OUT OF FRME,0,0,j125
3rd Shrimp,BLACK EYES,0,0,j125
3rd Shrimp,CHASE HETERO,0,NA,j125
3rd Shrimp,CHASE CON,0,NA,j125
3rd Shrimp,CHASE UNKNOWN,0,NA,j125
1st Goby,INSIDE,0,0,j125
1st Goby,EDGE,0,0,j125
1st Goby,NEAR,0,0,j125
1st Goby,AWAY,0,0,j125
1st Goby,CONTACT,0,0,j125
1st Goby,APART,0,0,j125
1st Goby,EAT,0,NA,j125
1st Goby,DEFENCE,0,NA,j125
1st Goby,DASH,0,NA,j125
1st Goby,OUT OF FRME,0,0,j125
1st Goby,BLACK EYES,0,0,j125
1st Goby,CHASE HETERO,0,NA,j125
1st Goby,CHASE CON,0,NA,j125
1st Goby,CHASE UNKNOWN,0,NA,j125
2nd Goby,INSIDE,0,0,j125
2nd Goby,EDGE,0,0,j125
2nd Goby,NEAR,0,0,j125
2nd Goby,AWAY,0,0,j125
2nd Goby,CONTACT,0,0,j125
2nd Goby,APART,0,0,j125
2nd Goby,EAT,0,NA,j125
2nd Goby,DEFENCE,0,NA,j125
2nd Goby,DASH,0,NA,j125
2nd Goby,OUT OF FRME,0,0,j125
2nd Goby,BLACK EYES,0,0,j125
2nd Goby,CHASE HETERO,0,NA,j125
2nd Goby,CHASE CON,0,NA,j125
2nd Goby,CHASE UNKNOWN,0,NA,j125
1st Shrimp,INSIDE,4,102.328,j126
1st Shrimp,EDGE,8,7.312,j126
1st Shrimp,NEAR,8,10.988,j126
1st Shrimp,AWAY,5,179.35,j126
1st Shrimp,CONTACT,7,181.941,j126
1st Shrimp,APART,6,118.047,j126
1st Shrimp,EAT,0,NA,j126
1st Shrimp,DEFENCE,0,NA,j126
1st Shrimp,DASH,1,NA,j126
1st Shrimp,OUT OF FRME,0,0,j126
1st Shrimp,BLACK EYES,0,0,j126
1st Shrimp,CHASE HETERO,0,NA,j126
1st Shrimp,CHASE CON,0,NA,j126
1st Shrimp,CHASE UNKNOWN,0,NA,j126
2nd Shrimp,INSIDE,1,56.975,j126
2nd Shrimp,EDGE,4,11.716,j126
2nd Shrimp,NEAR,11,22.54,j126
2nd Shrimp,AWAY,9,208.745,j126
2nd Shrimp,CONTACT,3,231.524,j126
2nd Shrimp,APART,2,68.472,j126
2nd Shrimp,EAT,0,NA,j126
2nd Shrimp,DEFENCE,0,NA,j126
2nd Shrimp,DASH,0,NA,j126
2nd Shrimp,OUT OF FRME,0,0,j126
2nd Shrimp,BLACK EYES,0,0,j126
2nd Shrimp,CHASE HETERO,0,NA,j126
2nd Shrimp,CHASE CON,0,NA,j126
2nd Shrimp,CHASE UNKNOWN,0,NA,j126
3rd Shrimp,INSIDE,0,0,j126
3rd Shrimp,EDGE,0,0,j126
3rd Shrimp,NEAR,0,0,j126
3rd Shrimp,AWAY,0,0,j126
3rd Shrimp,CONTACT,0,0,j126
3rd Shrimp,APART,0,0,j126
3rd Shrimp,EAT,0,NA,j126
3rd Shrimp,DEFENCE,0,NA,j126
3rd Shrimp,DASH,0,NA,j126
3rd Shrimp,OUT OF FRME,0,0,j126
3rd Shrimp,BLACK EYES,0,0,j126
3rd Shrimp,CHASE HETERO,0,NA,j126
3rd Shrimp,CHASE CON,0,NA,j126
3rd Shrimp,CHASE UNKNOWN,0,NA,j126
1st Goby,INSIDE,0,0,j126
1st Goby,EDGE,0,0,j126
1st Goby,NEAR,0,0,j126
1st Goby,AWAY,0,0,j126
1st Goby,CONTACT,0,0,j126
1st Goby,APART,0,0,j126
1st Goby,EAT,0,NA,j126
1st Goby,DEFENCE,0,NA,j126
1st Goby,DASH,0,NA,j126
1st Goby,OUT OF FRME,0,0,j126
1st Goby,BLACK EYES,0,0,j126
1st Goby,CHASE HETERO,0,NA,j126
1st Goby,CHASE CON,0,NA,j126
1st Goby,CHASE UNKNOWN,0,NA,j126
2nd Goby,INSIDE,0,0,j126
2nd Goby,EDGE,0,0,j126
2nd Goby,NEAR,0,0,j126
2nd Goby,AWAY,0,0,j126
2nd Goby,CONTACT,0,0,j126
2nd Goby,APART,0,0,j126
2nd Goby,EAT,0,NA,j126
2nd Goby,DEFENCE,0,NA,j126
2nd Goby,DASH,0,NA,j126
2nd Goby,OUT OF FRME,0,0,j126
2nd Goby,BLACK EYES,0,0,j126
2nd Goby,CHASE HETERO,0,NA,j126
2nd Goby,CHASE CON,0,NA,j126
2nd Goby,CHASE UNKNOWN,0,NA,j126
1st Shrimp,INSIDE,6,50.905,j127
1st Shrimp,EDGE,15,29.387,j127
1st Shrimp,NEAR,22,59.445,j127
1st Shrimp,AWAY,13,160.208,j127
1st Shrimp,CONTACT,7,247.605,j127
1st Shrimp,APART,6,52.383,j127
1st Shrimp,EAT,0,NA,j127
1st Shrimp,DEFENCE,0,NA,j127
1st Shrimp,DASH,0,NA,j127
1st Shrimp,OUT OF FRME,0,0,j127
1st Shrimp,BLACK EYES,0,0,j127
1st Shrimp,CHASE HETERO,0,NA,j127
1st Shrimp,CHASE CON,0,NA,j127
1st Shrimp,CHASE UNKNOWN,0,NA,j127
2nd Shrimp,INSIDE,8,115.159,j127
2nd Shrimp,EDGE,18,32.364,j127
2nd Shrimp,NEAR,21,45.281,j127
2nd Shrimp,AWAY,12,107.138,j127
2nd Shrimp,CONTACT,10,183.872,j127
2nd Shrimp,APART,8,94.112,j127
2nd Shrimp,EAT,0,NA,j127
2nd Shrimp,DEFENCE,0,NA,j127
2nd Shrimp,DASH,0,NA,j127
2nd Shrimp,OUT OF FRME,0,0,j127
2nd Shrimp,BLACK EYES,0,0,j127
2nd Shrimp,CHASE HETERO,0,NA,j127
2nd Shrimp,CHASE CON,0,NA,j127
2nd Shrimp,CHASE UNKNOWN,0,NA,j127
3rd Shrimp,INSIDE,0,0,j127
3rd Shrimp,EDGE,0,0,j127
3rd Shrimp,NEAR,0,0,j127
3rd Shrimp,AWAY,0,0,j127
3rd Shrimp,CONTACT,0,0,j127
3rd Shrimp,APART,0,0,j127
3rd Shrimp,EAT,0,NA,j127
3rd Shrimp,DEFENCE,0,NA,j127
3rd Shrimp,DASH,0,NA,j127
3rd Shrimp,OUT OF FRME,0,0,j127
3rd Shrimp,BLACK EYES,0,0,j127
3rd Shrimp,CHASE HETERO,0,NA,j127
3rd Shrimp,CHASE CON,0,NA,j127
3rd Shrimp,CHASE UNKNOWN,0,NA,j127
1st Goby,INSIDE,0,0,j127
1st Goby,EDGE,0,0,j127
1st Goby,NEAR,0,0,j127
1st Goby,AWAY,0,0,j127
1st Goby,CONTACT,0,0,j127
1st Goby,APART,0,0,j127
1st Goby,EAT,0,NA,j127
1st Goby,DEFENCE,0,NA,j127
1st Goby,DASH,0,NA,j127
1st Goby,OUT OF FRME,0,0,j127
1st Goby,BLACK EYES,0,0,j127
1st Goby,CHASE HETERO,0,NA,j127
1st Goby,CHASE CON,0,NA,j127
1st Goby,CHASE UNKNOWN,0,NA,j127
2nd Goby,INSIDE,0,0,j127
2nd Goby,EDGE,0,0,j127
2nd Goby,NEAR,0,0,j127
2nd Goby,AWAY,0,0,j127
2nd Goby,CONTACT,0,0,j127
2nd Goby,APART,0,0,j127
2nd Goby,EAT,0,NA,j127
2nd Goby,DEFENCE,0,NA,j127
2nd Goby,DASH,0,NA,j127
2nd Goby,OUT OF FRME,0,0,j127
2nd Goby,BLACK EYES,0,0,j127
2nd Goby,CHASE HETERO,0,NA,j127
2nd Goby,CHASE CON,0,NA,j127
2nd Goby,CHASE UNKNOWN,0,NA,j127
1st Shrimp,INSIDE,NA,NA,j128
1st Shrimp,EDGE,6,4.218,j128
1st Shrimp,NEAR,7,8.524,j128
1st Shrimp,AWAY,4,277.717,j128
1st Shrimp,CONTACT,2,289.449,j128
1st Shrimp,APART,NA,NA,j128
1st Shrimp,EAT,0,NA,j128
1st Shrimp,DEFENCE,0,NA,j128
1st Shrimp,DASH,0,NA,j128
1st Shrimp,OUT OF FRME,0,0,j128
1st Shrimp,BLACK EYES,0,0,j128
1st Shrimp,CHASE HETERO,0,NA,j128
1st Shrimp,CHASE CON,0,NA,j128
1st Shrimp,CHASE UNKNOWN,0,NA,j128
2nd Shrimp,INSIDE,0,0,j128
2nd Shrimp,EDGE,0,0,j128
2nd Shrimp,NEAR,0,0,j128
2nd Shrimp,AWAY,0,0,j128
2nd Shrimp,CONTACT,0,0,j128
2nd Shrimp,APART,0,0,j128
2nd Shrimp,EAT,0,NA,j128
2nd Shrimp,DEFENCE,0,NA,j128
2nd Shrimp,DASH,0,NA,j128
2nd Shrimp,OUT OF FRME,0,0,j128
2nd Shrimp,BLACK EYES,0,0,j128
2nd Shrimp,CHASE HETERO,0,NA,j128
2nd Shrimp,CHASE CON,0,NA,j128
2nd Shrimp,CHASE UNKNOWN,0,NA,j128
3rd Shrimp,INSIDE,0,0,j128
3rd Shrimp,EDGE,0,0,j128
3rd Shrimp,NEAR,0,0,j128
3rd Shrimp,AWAY,0,0,j128
3rd Shrimp,CONTACT,0,0,j128
3rd Shrimp,APART,0,0,j128
3rd Shrimp,EAT,0,NA,j128
3rd Shrimp,DEFENCE,0,NA,j128
3rd Shrimp,DASH,0,NA,j128
3rd Shrimp,OUT OF FRME,0,0,j128
3rd Shrimp,BLACK EYES,0,0,j128
3rd Shrimp,CHASE HETERO,0,NA,j128
3rd Shrimp,CHASE CON,0,NA,j128
3rd Shrimp,CHASE UNKNOWN,0,NA,j128
1st Goby,INSIDE,0,0,j128
1st Goby,EDGE,0,0,j128
1st Goby,NEAR,0,0,j128
1st Goby,AWAY,0,0,j128
1st Goby,CONTACT,0,0,j128
1st Goby,APART,0,0,j128
1st Goby,EAT,0,NA,j128
1st Goby,DEFENCE,0,NA,j128
1st Goby,DASH,0,NA,j128
1st Goby,OUT OF FRME,0,0,j128
1st Goby,BLACK EYES,0,0,j128
1st Goby,CHASE HETERO,0,NA,j128
1st Goby,CHASE CON,0,NA,j128
1st Goby,CHASE UNKNOWN,0,NA,j128
2nd Goby,INSIDE,0,0,j128
2nd Goby,EDGE,0,0,j128
2nd Goby,NEAR,0,0,j128
2nd Goby,AWAY,0,0,j128
2nd Goby,CONTACT,0,0,j128
2nd Goby,APART,0,0,j128
2nd Goby,EAT,0,NA,j128
2nd Goby,DEFENCE,0,NA,j128
2nd Goby,DASH,0,NA,j128
2nd Goby,OUT OF FRME,0,0,j128
2nd Goby,BLACK EYES,0,0,j128
2nd Goby,CHASE HETERO,0,NA,j128
2nd Goby,CHASE CON,0,NA,j128
2nd Goby,CHASE UNKNOWN,0,NA,j128
1st Shrimp,INSIDE,2,35.212,j129
1st Shrimp,EDGE,4,6.567,j129
1st Shrimp,NEAR,5,4.967,j129
1st Shrimp,AWAY,3,253.241,j129
